index,group,color_th,color_en,hue_range_start_deg,hue_range_end_deg,h_deg,s,v,hex,r,g,b,method
282,rainbow,แดง,red,350,20,13.333,0.4,0.65,#A67263,166,114,99,HSV grid sampling
283,rainbow,แดง,red,350,20,16,0.85,0.85,#D95221,217,82,33,HSV grid sampling
284,rainbow,แดง,red,350,20,2.667,0.85,0.95,#F22D24,242,45,36,HSV grid sampling
285,rainbow,แดง,red,350,20,20,0.7,0.75,#BF6639,191,102,57,HSV grid sampling
286,rainbow,แดง,red,350,20,8,0.55,0.75,#BF6456,191,100,86,HSV grid sampling
287,rainbow,แดง,red,350,20,12,0.4,0.65,#A67163,166,113,99,HSV grid sampling
288,rainbow,แดง,red,350,20,5.333,0.7,0.85,#D94F41,217,79,65,HSV grid sampling
289,rainbow,แดง,red,350,20,350,0.85,0.95,#F22447,242,36,71,HSV grid sampling
290,rainbow,แดง,red,350,20,1.333,0.85,0.95,#F22924,242,41,36,HSV grid sampling
291,rainbow,แดง,red,350,20,351.428,0.85,0.95,#F22442,242,36,66,HSV grid sampling
292,rainbow,แดง,red,350,20,6.667,0.55,0.75,#BF6256,191,98,86,HSV grid sampling
293,rainbow,แดง,red,350,20,352.857,0.85,0.95,#F2243D,242,36,61,HSV grid sampling
294,rainbow,แดง,red,350,20,354.285,0.85,0.95,#F22438,242,36,56,HSV grid sampling
295,rainbow,แดง,red,350,20,355.714,0.85,0.95,#F22433,242,36,51,HSV grid sampling
296,rainbow,แดง,red,350,20,10.667,0.4,0.65,#A66F63,166,111,99,HSV grid sampling
297,rainbow,แดง,red,350,20,357.142,0.85,0.95,#F2242E,242,36,46,HSV grid sampling
298,rainbow,แดง,red,350,20,14.667,0.85,0.85,#D94E21,217,78,33,HSV grid sampling
299,rainbow,แดง,red,350,20,358.571,0.85,0.95,#F22429,242,36,41,HSV grid sampling
300,rainbow,แดง,red,350,20,18.667,0.7,0.75,#BF6339,191,99,57,HSV grid sampling
301,rainbow,แดง,red,350,20,359.999,0.85,0.95,#F22424,242,36,36,HSV grid sampling
302,rainbow,แดง,red,350,20,0,0.85,0.95,#F22424,242,36,36,HSV grid sampling
303,rainbow,แดง,red,350,20,4,0.7,0.85,#D94B41,217,75,65,HSV grid sampling
304,rainbow,แดง,red,350,20,9.333,0.4,0.65,#A66E63,166,110,99,HSV grid sampling
305,rainbow,แดง,red,350,20,5.333,0.55,0.75,#BF5F56,191,95,86,HSV grid sampling
306,rainbow,แดง,red,350,20,2.667,0.7,0.85,#D94841,217,72,65,HSV grid sampling
307,rainbow,แดง,red,350,20,17.333,0.7,0.75,#BF6039,191,96,57,HSV grid sampling
308,rainbow,แดง,red,350,20,8,0.4,0.65,#A66C63,166,108,99,HSV grid sampling
309,rainbow,แดง,red,350,20,13.333,0.85,0.85,#D94921,217,73,33,HSV grid sampling
310,rainbow,แดง,red,350,20,4,0.55,0.75,#BF5D56,191,93,86,HSV grid sampling
311,rainbow,แดง,red,350,20,6.667,0.4,0.65,#A66B63,166,107,99,HSV grid sampling
312,rainbow,แดง,red,350,20,20,0.25,0.55,#8C7569,140,117,105,HSV grid sampling
313,rainbow,แดง,red,350,20,350,0.7,0.85,#D9415A,217,65,90,HSV grid sampling
314,rainbow,แดง,red,350,20,1.333,0.7,0.85,#D94441,217,68,65,HSV grid sampling
315,rainbow,แดง,red,350,20,2.667,0.55,0.75,#BF5B56,191,91,86,HSV grid sampling
316,rainbow,แดง,red,350,20,351.428,0.7,0.85,#D94157,217,65,87,HSV grid sampling
317,rainbow,แดง,red,350,20,16,0.7,0.75,#BF5D39,191,93,57,HSV grid sampling
318,rainbow,แดง,red,350,20,352.857,0.7,0.85,#D94153,217,65,83,HSV grid sampling
319,rainbow,แดง,red,350,20,12,0.85,0.85,#D94521,217,69,33,HSV grid sampling
320,rainbow,แดง,red,350,20,5.333,0.4,0.65,#A66963,166,105,99,HSV grid sampling
321,rainbow,แดง,red,350,20,354.285,0.7,0.85,#D9414F,217,65,79,HSV grid sampling
322,rainbow,แดง,red,350,20,18.667,0.25,0.55,#8C7469,140,116,105,HSV grid sampling
323,rainbow,แดง,red,350,20,355.714,0.7,0.85,#D9414C,217,65,76,HSV grid sampling
324,rainbow,แดง,red,350,20,357.142,0.7,0.85,#D94148,217,65,72,HSV grid sampling
325,rainbow,แดง,red,350,20,358.571,0.7,0.85,#D94145,217,65,69,HSV grid sampling
326,rainbow,แดง,red,350,20,0,0.7,0.85,#D94141,217,65,65,HSV grid sampling
327,rainbow,แดง,red,350,20,359.999,0.7,0.85,#D94141,217,65,65,HSV grid sampling
328,rainbow,แดง,red,350,20,4,0.4,0.65,#A66863,166,104,99,HSV grid sampling
329,rainbow,แดง,red,350,20,16,0.25,0.55,#8C7369,140,115,105,HSV grid sampling
330,rainbow,แดง,red,350,20,17.333,0.25,0.55,#8C7369,140,115,105,HSV grid sampling
331,rainbow,แดง,red,350,20,350,0.55,0.75,#BF5668,191,86,104,HSV grid sampling
332,rainbow,แดง,red,350,20,1.333,0.55,0.75,#BF5856,191,88,86,HSV grid sampling
333,rainbow,แดง,red,350,20,20,0.55,0.65,#A6694B,166,105,75,HSV grid sampling
334,rainbow,แดง,red,350,20,14.667,0.7,0.75,#BF5A39,191,90,57,HSV grid sampling
335,rainbow,แดง,red,350,20,351.428,0.55,0.75,#BF5665,191,86,101,HSV grid sampling
336,rainbow,แดง,red,350,20,10.667,0.85,0.85,#D94121,217,65,33,HSV grid sampling
337,rainbow,แดง,red,350,20,352.857,0.55,0.75,#BF5663,191,86,99,HSV grid sampling
338,rainbow,แดง,red,350,20,14.667,0.25,0.55,#8C7269,140,114,105,HSV grid sampling
339,rainbow,แดง,red,350,20,354.285,0.55,0.75,#BF5660,191,86,96,HSV grid sampling
340,rainbow,แดง,red,350,20,355.714,0.55,0.75,#BF565E,191,86,94,HSV grid sampling
341,rainbow,แดง,red,350,20,2.667,0.4,0.65,#A66663,166,102,99,HSV grid sampling
342,rainbow,แดง,red,350,20,357.142,0.55,0.75,#BF565B,191,86,91,HSV grid sampling
343,rainbow,แดง,red,350,20,358.571,0.55,0.75,#BF5659,191,86,89,HSV grid sampling
344,rainbow,แดง,red,350,20,13.333,0.25,0.55,#8C7169,140,113,105,HSV grid sampling
345,rainbow,แดง,red,350,20,0,0.55,0.75,#BF5656,191,86,86,HSV grid sampling
346,rainbow,แดง,red,350,20,359.999,0.55,0.75,#BF5656,191,86,86,HSV grid sampling
347,rainbow,แดง,red,350,20,18.667,0.55,0.65,#A6674B,166,103,75,HSV grid sampling
348,rainbow,แดง,red,350,20,1.333,0.4,0.65,#A66563,166,101,99,HSV grid sampling
349,rainbow,แดง,red,350,20,9.333,0.85,0.85,#D93D21,217,61,33,HSV grid sampling
350,rainbow,แดง,red,350,20,13.333,0.7,0.75,#BF5739,191,87,57,HSV grid sampling
351,rainbow,แดง,red,350,20,12,0.25,0.55,#8C7069,140,112,105,HSV grid sampling
352,rainbow,แดง,red,350,20,350,0.4,0.65,#A6636F,166,99,111,HSV grid sampling
353,rainbow,แดง,red,350,20,351.428,0.4,0.65,#A6636D,166,99,109,HSV grid sampling
354,rainbow,แดง,red,350,20,352.857,0.4,0.65,#A6636B,166,99,107,HSV grid sampling
355,rainbow,แดง,red,350,20,354.285,0.4,0.65,#A6636A,166,99,106,HSV grid sampling
356,rainbow,แดง,red,350,20,355.714,0.4,0.65,#A66368,166,99,104,HSV grid sampling
357,rainbow,แดง,red,350,20,357.142,0.4,0.65,#A66367,166,99,103,HSV grid sampling
358,rainbow,แดง,red,350,20,358.571,0.4,0.65,#A66365,166,99,101,HSV grid sampling
359,rainbow,แดง,red,350,20,9.333,0.25,0.55,#8C6F69,140,111,105,HSV grid sampling
360,rainbow,แดง,red,350,20,10.667,0.25,0.55,#8C6F69,140,111,105,HSV grid sampling
361,rainbow,แดง,red,350,20,359.999,0.4,0.65,#A66363,166,99,99,HSV grid sampling
362,rainbow,แดง,red,350,20,0,0.4,0.65,#A66363,166,99,99,HSV grid sampling
363,rainbow,แดง,red,350,20,17.333,0.55,0.65,#A6654B,166,101,75,HSV grid sampling
364,rainbow,แดง,red,350,20,8,0.85,0.85,#D93921,217,57,33,HSV grid sampling
365,rainbow,แดง,red,350,20,8,0.25,0.55,#8C6E69,140,110,105,HSV grid sampling
366,rainbow,แดง,red,350,20,12,0.7,0.75,#BF5439,191,84,57,HSV grid sampling
367,rainbow,แดง,red,350,20,16,0.55,0.65,#A6634B,166,99,75,HSV grid sampling
368,rainbow,แดง,red,350,20,6.667,0.25,0.55,#8C6D69,140,109,105,HSV grid sampling
369,rainbow,แดง,red,350,20,6.667,0.85,0.85,#D93521,217,53,33,HSV grid sampling
370,rainbow,แดง,red,350,20,20,0.85,0.75,#BF531D,191,83,29,HSV grid sampling
371,rainbow,แดง,red,350,20,4,0.25,0.55,#8C6C69,140,108,105,HSV grid sampling
372,rainbow,แดง,red,350,20,5.333,0.25,0.55,#8C6C69,140,108,105,HSV grid sampling
373,rainbow,แดง,red,350,20,10.667,0.7,0.75,#BF5139,191,81,57,HSV grid sampling
374,rainbow,แดง,red,350,20,14.667,0.55,0.65,#A6614B,166,97,75,HSV grid sampling
375,rainbow,แดง,red,350,20,2.667,0.25,0.55,#8C6B69,140,107,105,HSV grid sampling
376,rainbow,แดง,red,350,20,5.333,0.85,0.85,#D93121,217,49,33,HSV grid sampling
377,rainbow,แดง,red,350,20,1.333,0.25,0.55,#8C6A69,140,106,105,HSV grid sampling
378,rainbow,แดง,red,350,20,350,0.25,0.55,#8C696F,140,105,111,HSV grid sampling
379,rainbow,แดง,red,350,20,9.333,0.7,0.75,#BF4E39,191,78,57,HSV grid sampling
380,rainbow,แดง,red,350,20,351.428,0.25,0.55,#8C696E,140,105,110,HSV grid sampling
381,rainbow,แดง,red,350,20,13.333,0.55,0.65,#A65F4B,166,95,75,HSV grid sampling
382,rainbow,แดง,red,350,20,354.285,0.25,0.55,#8C696D,140,105,109,HSV grid sampling
383,rainbow,แดง,red,350,20,352.857,0.25,0.55,#8C696D,140,105,109,HSV grid sampling
384,rainbow,แดง,red,350,20,355.714,0.25,0.55,#8C696C,140,105,108,HSV grid sampling
385,rainbow,แดง,red,350,20,18.667,0.85,0.75,#BF4F1D,191,79,29,HSV grid sampling
386,rainbow,แดง,red,350,20,357.142,0.25,0.55,#8C696B,140,105,107,HSV grid sampling
387,rainbow,แดง,red,350,20,4,0.85,0.85,#D92D21,217,45,33,HSV grid sampling
388,rainbow,แดง,red,350,20,358.571,0.25,0.55,#8C696A,140,105,106,HSV grid sampling
389,rainbow,แดง,red,350,20,0,0.25,0.55,#8C6969,140,105,105,HSV grid sampling
390,rainbow,แดง,red,350,20,359.999,0.25,0.55,#8C6969,140,105,105,HSV grid sampling
391,rainbow,แดง,red,350,20,2.667,0.85,0.85,#D92921,217,41,33,HSV grid sampling
392,rainbow,แดง,red,350,20,12,0.55,0.65,#A65D4B,166,93,75,HSV grid sampling
393,rainbow,แดง,red,350,20,8,0.7,0.75,#BF4B39,191,75,57,HSV grid sampling
394,rainbow,แดง,red,350,20,17.333,0.85,0.75,#BF4C1D,191,76,29,HSV grid sampling
395,rainbow,แดง,red,350,20,350,0.85,0.85,#D9213F,217,33,63,HSV grid sampling
396,rainbow,แดง,red,350,20,1.333,0.85,0.85,#D92521,217,37,33,HSV grid sampling
397,rainbow,แดง,red,350,20,351.428,0.85,0.85,#D9213B,217,33,59,HSV grid sampling
398,rainbow,แดง,red,350,20,352.857,0.85,0.85,#D92136,217,33,54,HSV grid sampling
399,rainbow,แดง,red,350,20,10.667,0.55,0.65,#A65B4B,166,91,75,HSV grid sampling
400,rainbow,แดง,red,350,20,354.285,0.85,0.85,#D92132,217,33,50,HSV grid sampling
401,rainbow,แดง,red,350,20,355.714,0.85,0.85,#D9212E,217,33,46,HSV grid sampling
402,rainbow,แดง,red,350,20,6.667,0.7,0.75,#BF4839,191,72,57,HSV grid sampling
403,rainbow,แดง,red,350,20,357.142,0.85,0.85,#D92129,217,33,41,HSV grid sampling
404,rainbow,แดง,red,350,20,358.571,0.85,0.85,#D92125,217,33,37,HSV grid sampling
405,rainbow,แดง,red,350,20,0,0.85,0.85,#D92121,217,33,33,HSV grid sampling
406,rainbow,แดง,red,350,20,359.999,0.85,0.85,#D92121,217,33,33,HSV grid sampling
407,rainbow,แดง,red,350,20,20,0.4,0.55,#8C6754,140,103,84,HSV grid sampling
408,rainbow,แดง,red,350,20,16,0.85,0.75,#BF481D,191,72,29,HSV grid sampling
409,rainbow,แดง,red,350,20,9.333,0.55,0.65,#A6594B,166,89,75,HSV grid sampling
410,rainbow,แดง,red,350,20,18.667,0.4,0.55,#8C6654,140,102,84,HSV grid sampling
411,rainbow,แดง,red,350,20,5.333,0.7,0.75,#BF4539,191,69,57,HSV grid sampling
412,rainbow,แดง,red,350,20,8,0.55,0.65,#A6574B,166,87,75,HSV grid sampling
413,rainbow,แดง,red,350,20,17.333,0.4,0.55,#8C6454,140,100,84,HSV grid sampling
414,rainbow,แดง,red,350,20,20,0.7,0.65,#A65832,166,88,50,HSV grid sampling
415,rainbow,แดง,red,350,20,14.667,0.85,0.75,#BF441D,191,68,29,HSV grid sampling
416,rainbow,แดง,red,350,20,4,0.7,0.75,#BF4239,191,66,57,HSV grid sampling
417,rainbow,แดง,red,350,20,16,0.4,0.55,#8C6354,140,99,84,HSV grid sampling
418,rainbow,แดง,red,350,20,6.667,0.55,0.65,#A6554B,166,85,75,HSV grid sampling
419,rainbow,แดง,red,350,20,18.667,0.7,0.65,#A65632,166,86,50,HSV grid sampling
420,rainbow,แดง,red,350,20,14.667,0.4,0.55,#8C6254,140,98,84,HSV grid sampling
421,rainbow,แดง,red,350,20,13.333,0.85,0.75,#BF411D,191,65,29,HSV grid sampling
422,rainbow,แดง,red,350,20,2.667,0.7,0.75,#BF3F39,191,63,57,HSV grid sampling
423,rainbow,แดง,red,350,20,5.333,0.55,0.65,#A6534B,166,83,75,HSV grid sampling
424,rainbow,แดง,red,350,20,13.333,0.4,0.55,#8C6154,140,97,84,HSV grid sampling
425,rainbow,แดง,red,350,20,1.333,0.7,0.75,#BF3C39,191,60,57,HSV grid sampling
426,rainbow,แดง,red,350,20,350,0.7,0.75,#BF3950,191,57,80,HSV grid sampling
427,rainbow,แดง,red,350,20,351.428,0.7,0.75,#BF394D,191,57,77,HSV grid sampling
428,rainbow,แดง,red,350,20,17.333,0.7,0.65,#A65332,166,83,50,HSV grid sampling
429,rainbow,แดง,red,350,20,12,0.85,0.75,#BF3D1D,191,61,29,HSV grid sampling
430,rainbow,แดง,red,350,20,4,0.55,0.65,#A6514B,166,81,75,HSV grid sampling
431,rainbow,แดง,red,350,20,352.857,0.7,0.75,#BF3949,191,57,73,HSV grid sampling
432,rainbow,แดง,red,350,20,354.285,0.7,0.75,#BF3946,191,57,70,HSV grid sampling
433,rainbow,แดง,red,350,20,355.714,0.7,0.75,#BF3943,191,57,67,HSV grid sampling
434,rainbow,แดง,red,350,20,12,0.4,0.55,#8C5F54,140,95,84,HSV grid sampling
435,rainbow,แดง,red,350,20,357.142,0.7,0.75,#BF3940,191,57,64,HSV grid sampling
436,rainbow,แดง,red,350,20,358.571,0.7,0.75,#BF393D,191,57,61,HSV grid sampling
437,rainbow,แดง,red,350,20,0,0.7,0.75,#BF3939,191,57,57,HSV grid sampling
438,rainbow,แดง,red,350,20,359.999,0.7,0.75,#BF3939,191,57,57,HSV grid sampling
439,rainbow,แดง,red,350,20,16,0.7,0.65,#A65132,166,81,50,HSV grid sampling
440,rainbow,แดง,red,350,20,10.667,0.4,0.55,#8C5E54,140,94,84,HSV grid sampling
441,rainbow,แดง,red,350,20,2.667,0.55,0.65,#A64F4B,166,79,75,HSV grid sampling
442,rainbow,แดง,red,350,20,10.667,0.85,0.75,#BF3A1D,191,58,29,HSV grid sampling
443,rainbow,แดง,red,350,20,9.333,0.4,0.55,#8C5D54,140,93,84,HSV grid sampling
444,rainbow,แดง,red,350,20,1.333,0.55,0.65,#A64D4B,166,77,75,HSV grid sampling
445,rainbow,แดง,red,350,20,350,0.55,0.65,#A64B5A,166,75,90,HSV grid sampling
446,rainbow,แดง,red,350,20,8,0.4,0.55,#8C5C54,140,92,84,HSV grid sampling
447,rainbow,แดง,red,350,20,351.428,0.55,0.65,#A64B58,166,75,88,HSV grid sampling
448,rainbow,แดง,red,350,20,9.333,0.85,0.75,#BF361D,191,54,29,HSV grid sampling
449,rainbow,แดง,red,350,20,352.857,0.55,0.65,#A64B55,166,75,85,HSV grid sampling
450,rainbow,แดง,red,350,20,14.667,0.7,0.65,#A64E32,166,78,50,HSV grid sampling
451,rainbow,แดง,red,350,20,354.285,0.55,0.65,#A64B53,166,75,83,HSV grid sampling
452,rainbow,แดง,red,350,20,355.714,0.55,0.65,#A64B51,166,75,81,HSV grid sampling
453,rainbow,แดง,red,350,20,357.142,0.55,0.65,#A64B4F,166,75,79,HSV grid sampling
454,rainbow,แดง,red,350,20,358.571,0.55,0.65,#A64B4D,166,75,77,HSV grid sampling
455,rainbow,แดง,red,350,20,359.999,0.55,0.65,#A64B4B,166,75,75,HSV grid sampling
456,rainbow,แดง,red,350,20,0,0.55,0.65,#A64B4B,166,75,75,HSV grid sampling
457,rainbow,แดง,red,350,20,6.667,0.4,0.55,#8C5A54,140,90,84,HSV grid sampling
458,rainbow,แดง,red,350,20,13.333,0.7,0.65,#A64C32,166,76,50,HSV grid sampling
459,rainbow,แดง,red,350,20,8,0.85,0.75,#BF321D,191,50,29,HSV grid sampling
460,rainbow,แดง,red,350,20,5.333,0.4,0.55,#8C5954,140,89,84,HSV grid sampling
461,rainbow,แดง,red,350,20,6.667,0.85,0.75,#BF2F1D,191,47,29,HSV grid sampling
462,rainbow,แดง,red,350,20,4,0.4,0.55,#8C5854,140,88,84,HSV grid sampling
463,rainbow,แดง,red,350,20,12,0.7,0.65,#A64932,166,73,50,HSV grid sampling
464,rainbow,แดง,red,350,20,20,0.55,0.55,#8C593F,140,89,63,HSV grid sampling
465,rainbow,แดง,red,350,20,2.667,0.4,0.55,#8C5754,140,87,84,HSV grid sampling
466,rainbow,แดง,red,350,20,5.333,0.85,0.75,#BF2B1D,191,43,29,HSV grid sampling
467,rainbow,แดง,red,350,20,20,0.85,0.65,#A64819,166,72,25,HSV grid sampling
468,rainbow,แดง,red,350,20,18.667,0.55,0.55,#8C573F,140,87,63,HSV grid sampling
469,rainbow,แดง,red,350,20,350,0.4,0.55,#8C545E,140,84,94,HSV grid sampling
470,rainbow,แดง,red,350,20,10.667,0.7,0.65,#A64632,166,70,50,HSV grid sampling
471,rainbow,แดง,red,350,20,1.333,0.4,0.55,#8C5554,140,85,84,HSV grid sampling
472,rainbow,แดง,red,350,20,351.428,0.4,0.55,#8C545C,140,84,92,HSV grid sampling
473,rainbow,แดง,red,350,20,4,0.85,0.75,#BF281D,191,40,29,HSV grid sampling
474,rainbow,แดง,red,350,20,20,0.25,0.45,#736056,115,96,86,HSV grid sampling
475,rainbow,แดง,red,350,20,352.857,0.4,0.55,#8C545B,140,84,91,HSV grid sampling
476,rainbow,แดง,red,350,20,354.285,0.4,0.55,#8C5459,140,84,89,HSV grid sampling
477,rainbow,แดง,red,350,20,355.714,0.4,0.55,#8C5458,140,84,88,HSV grid sampling
478,rainbow,แดง,red,350,20,357.142,0.4,0.55,#8C5457,140,84,87,HSV grid sampling
479,rainbow,แดง,red,350,20,358.571,0.4,0.55,#8C5455,140,84,85,HSV grid sampling
480,rainbow,แดง,red,350,20,359.999,0.4,0.55,#8C5454,140,84,84,HSV grid sampling
481,rainbow,แดง,red,350,20,0,0.4,0.55,#8C5454,140,84,84,HSV grid sampling
482,rainbow,แดง,red,350,20,18.667,0.25,0.45,#735F56,115,95,86,HSV grid sampling
483,rainbow,แดง,red,350,20,9.333,0.7,0.65,#A64432,166,68,50,HSV grid sampling
484,rainbow,แดง,red,350,20,18.667,0.85,0.65,#A64519,166,69,25,HSV grid sampling
485,rainbow,แดง,red,350,20,17.333,0.55,0.55,#8C553F,140,85,63,HSV grid sampling
486,rainbow,แดง,red,350,20,2.667,0.85,0.75,#BF241D,191,36,29,HSV grid sampling
487,rainbow,แดง,red,350,20,17.333,0.25,0.45,#735E56,115,94,86,HSV grid sampling
488,rainbow,แดง,red,350,20,16,0.25,0.45,#735E56,115,94,86,HSV grid sampling
489,rainbow,แดง,red,350,20,16,0.55,0.55,#8C543F,140,84,63,HSV grid sampling
490,rainbow,แดง,red,350,20,350,0.85,0.75,#BF1D38,191,29,56,HSV grid sampling
491,rainbow,แดง,red,350,20,351.428,0.85,0.75,#BF1D34,191,29,52,HSV grid sampling
492,rainbow,แดง,red,350,20,1.333,0.85,0.75,#BF201D,191,32,29,HSV grid sampling
493,rainbow,แดง,red,350,20,352.857,0.85,0.75,#BF1D30,191,29,48,HSV grid sampling
494,rainbow,แดง,red,350,20,14.667,0.25,0.45,#735D56,115,93,86,HSV grid sampling
495,rainbow,แดง,red,350,20,354.285,0.85,0.75,#BF1D2C,191,29,44,HSV grid sampling
496,rainbow,แดง,red,350,20,8,0.7,0.65,#A64132,166,65,50,HSV grid sampling
497,rainbow,แดง,red,350,20,355.714,0.85,0.75,#BF1D28,191,29,40,HSV grid sampling
498,rainbow,แดง,red,350,20,357.142,0.85,0.75,#BF1D24,191,29,36,HSV grid sampling
499,rainbow,แดง,red,350,20,17.333,0.85,0.65,#A64219,166,66,25,HSV grid sampling
500,rainbow,แดง,red,350,20,358.571,0.85,0.75,#BF1D21,191,29,33,HSV grid sampling
501,rainbow,แดง,red,350,20,0,0.85,0.75,#BF1D1D,191,29,29,HSV grid sampling
502,rainbow,แดง,red,350,20,359.999,0.85,0.75,#BF1D1D,191,29,29,HSV grid sampling
503,rainbow,แดง,red,350,20,13.333,0.25,0.45,#735C56,115,92,86,HSV grid sampling
504,rainbow,แดง,red,350,20,12,0.25,0.45,#735C56,115,92,86,HSV grid sampling
505,rainbow,แดง,red,350,20,14.667,0.55,0.55,#8C523F,140,82,63,HSV grid sampling
506,rainbow,แดง,red,350,20,6.667,0.7,0.65,#A63F32,166,63,50,HSV grid sampling
507,rainbow,แดง,red,350,20,10.667,0.25,0.45,#735B56,115,91,86,HSV grid sampling
508,rainbow,แดง,red,350,20,9.333,0.25,0.45,#735B56,115,91,86,HSV grid sampling
509,rainbow,แดง,red,350,20,13.333,0.55,0.55,#8C503F,140,80,63,HSV grid sampling
510,rainbow,แดง,red,350,20,8,0.25,0.45,#735A56,115,90,86,HSV grid sampling
511,rainbow,แดง,red,350,20,16,0.85,0.65,#A63E19,166,62,25,HSV grid sampling
512,rainbow,แดง,red,350,20,5.333,0.7,0.65,#A63C32,166,60,50,HSV grid sampling
513,rainbow,แดง,red,350,20,12,0.55,0.55,#8C4F3F,140,79,63,HSV grid sampling
514,rainbow,แดง,red,350,20,6.667,0.25,0.45,#735956,115,89,86,HSV grid sampling
515,rainbow,แดง,red,350,20,5.333,0.25,0.45,#735956,115,89,86,HSV grid sampling
516,rainbow,แดง,red,350,20,14.667,0.85,0.65,#A63B19,166,59,25,HSV grid sampling
517,rainbow,แดง,red,350,20,4,0.25,0.45,#735856,115,88,86,HSV grid sampling
518,rainbow,แดง,red,350,20,4,0.7,0.65,#A63932,166,57,50,HSV grid sampling
519,rainbow,แดง,red,350,20,10.667,0.55,0.55,#8C4D3F,140,77,63,HSV grid sampling
520,rainbow,แดง,red,350,20,1.333,0.25,0.45,#735756,115,87,86,HSV grid sampling
521,rainbow,แดง,red,350,20,2.667,0.25,0.45,#735756,115,87,86,HSV grid sampling
522,rainbow,แดง,red,350,20,2.667,0.7,0.65,#A63732,166,55,50,HSV grid sampling
523,rainbow,แดง,red,350,20,350,0.25,0.45,#73565B,115,86,91,HSV grid sampling
524,rainbow,แดง,red,350,20,351.428,0.25,0.45,#73565A,115,86,90,HSV grid sampling
525,rainbow,แดง,red,350,20,352.857,0.25,0.45,#735659,115,86,89,HSV grid sampling
526,rainbow,แดง,red,350,20,354.285,0.25,0.45,#735659,115,86,89,HSV grid sampling
527,rainbow,แดง,red,350,20,13.333,0.85,0.65,#A63819,166,56,25,HSV grid sampling
528,rainbow,แดง,red,350,20,355.714,0.25,0.45,#735658,115,86,88,HSV grid sampling
